"","nom_eni","nom_eni_fusion_trait","NOM_VALIDE","CD_NOM","CD_REF","GROUP2_INPN","ORDRE","FAMILLE","SOUS_FAMILLE","TRIBU","nom_eni_syn","key","nom_eni_fusion_trait_code"
"126","Campanula rapunculus","Campanula rapunculus","Campanula rapunculus L., 1753",87712,87712,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Campanula rapunculus","CAMPRAPUNCU","CAMPRAPUNCU"
"127","Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia L., 1753",87720,87720,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Campanula rotundifolia","CAMPROTUNDI","CAMPROTUNDI"
"128","Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris (L.) Medik., 1792",87849,87849,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Capsella bursa-pastoris","CAPSBURSA-P","CAPSBURSA-P"
"129","Cardamine hirsuta","Cardamine hirsuta","Cardamine flexuosa With., 1796",87929,87915,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Cardamine flexuosa","CARDHIRSUTA","CARDHIRSUTA"
"130","Cardamine hirsuta","Cardamine hirsuta","Cardamine flexuosa With., 1796",87931,87915,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Cardamine flexuosa","CARDHIRSUTA","CARDHIRSUTA"
"131","Cardamine hirsuta","Cardamine hirsuta","Cardamine hirsuta L., 1753",87930,87930,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Cardamine hirsuta","CARDHIRSUTA","CARDHIRSUTA"
"132","Cardamine pratensis","Cardamine pratensis","Cardamine pratensis L., 1753",87964,87964,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Cardamine pratensis","CARDPRATENS","CARDPRATENS"
"133","Cirsium arvense","Cirsium arvense","Cirsium arvense (L.) Scop., 1772",91289,91289,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium arvense","CIRSARVENSE","CIRSARVENSE"
"134","Carduus pycnocephalus","Carduus pycnocephalus","Carduus pycnocephalus L., 1763",88191,88191,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus pycnocephalus","CARDPYCNOCE","CARDPYCNOCE"
"135","Carduus nigrescens","Carduus nigrescens","Carduus nigrescens Vill., 1779",88165,88165,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus nigrescens","CARDNIGRESC","CARDNIGRESC"
"136","Carduus nutans","Carduus nutans","Carduus nutans L., 1753",88167,88167,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus nutans","CARDNUTANS","CARDNUTANS"
"137","Carduus tenuiflorus","Carduus tenuiflorus","Carduus tenuiflorus Curtis, 1793",88207,88207,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus tenuiflorus","CARDTENUIFL","CARDTENUIFL"
"138","Carex flacca","Carex flacca","Carex flacca Schreb., 1771",88510,88510,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex flacca","CAREFLACCA","CAREFLACCA"
"139","Carex divulsa","Carex divulsa","Carex divulsa Stokes, 1787",88483,88483,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex divulsa","CAREDIVULSA","CAREDIVULSA"
"140","Carex divulsa","Carex divulsa","Carex divulsa Stokes, 1787",161933,88483,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex divulsa","CAREDIVULSA","CAREDIVULSA"
"141","Carex otrubae","Carex otrubae","Carex otrubae Podp., 1922",88741,88741,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex otrubae","CAREOTRUBAE","CAREOTRUBAE"
"142","Carex halleriana","Carex halleriana","Carex halleriana Asso, 1779",88560,88560,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex halleriana","CAREHALLERI","CAREHALLERI"
"143","Carex hirta","Carex hirta","Carex hirta L., 1753",88569,88569,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex hirta","CAREHIRTA","CAREHIRTA"
"144","Carex riparia","Carex riparia","Carex riparia Curtis, 1783",88833,88833,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex riparia","CARERIPARIA","CARERIPARIA"
"145","Carex vulpina","Carex vulpina","Carex otrubae Podp., 1922",88954,88741,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex otrubae","CAREVULPINA","CAREVULPINA"
"146","Carex vulpina","Carex vulpina","Carex vulpina L., 1753",88952,88952,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex vulpina","CAREVULPINA","CAREVULPINA"
"147","Carpinus betulus","Carpinus betulus","Carpinus betulus L., 1753",89200,89200,"Angiospermes","Fagales","Betulaceae",NA,NA,"Carpinus betulus","CARPBETULUS","CARPBETULUS"
"148","Carthamus lanatus","Carthamus lanatus","Carthamus lanatus L., 1753",89232,89232,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carthamus lanatus","CARTLANATUS","CARTLANATUS"
"149","Catapodium rigidum","Catapodium rigidum","Catapodium rigidum (L.) C.E.Hubb., 1953",89338,89338,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Catapodium rigidum","CATARIGIDUM","CATARIGIDUM"
"150","Caucalis platycarpos","Caucalis platycarpos","Caucalis platycarpos L., 1753",89415,89415,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Caucalis platycarpos","CAUCPLATYCA","CAUCPLATYCA"
"151","Caucalis platycarpos","Caucalis platycarpos","Orlaya platycarpos W.D.J.Koch, 1824",89416,111301,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Orlaya platycarpos","CAUCPLATYCA","CAUCPLATYCA"
"152","Centaurea jacea","Centaurea jacea","Centaurea jacea L., 1753",89619,89619,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea jacea","CENTJACEA","CENTJACEA"
"153","Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa L., 1753",89697,89697,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea scabiosa","CENTSCABIOS","CENTSCABIOS"
"154","Centaurea aspera","Centaurea aspera","Centaurea aspera L., 1753",89525,89525,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea aspera","CENTASPERA","CENTASPERA"
"155","Centaurea solstitialis","Centaurea solstitialis","Centaurea solstitialis L., 1753",89710,89710,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea solstitialis","CENTSOLSTIT","CENTSOLSTIT"
"156","Centaurium erythraea","Centaurium erythraea","Centaurium erythraea Rafn, 1800",89840,89840,"Angiospermes","Gentianales","Gentianaceae",NA,NA,"Centaurium erythraea","CENTERYTHRA","CENTERYTHRA"
"157","Centaurium tenuiflorum","Centaurium tenuiflorum","Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch, 1907",89858,89858,"Angiospermes","Gentianales","Gentianaceae",NA,NA,"Centaurium tenuiflorum","CENTTENUIFL","CENTTENUIFL"
"158","Centranthus calcitrapae","Centranthus calcitrapae","Centranthus calcitrapae (L.) Dufr., 1811",89881,89881,"Angiospermes","Dipsacales","Caprifoliaceae",NA,NA,"Centranthus calcitrapae","CENTCALCITR","CENTCALCITR"
"159","Centranthus calcitrapae","Centranthus calcitrapae","Centranthus calcitrapae (L.) Dufr., 1811",161803,89881,"Angiospermes","Dipsacales","Caprifoliaceae",NA,NA,"Centranthus calcitrapae","CENTCALCITR","CENTCALCITR"
"160","Cerastium fontanum subsp. vulgare","Cerastium fontanum","Cerastium fontanum Baumg., 1816",90008,90008,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Cerastium fontanum","CERAFONTANU","CERAFONTANU"
"161","Cerastium glomeratum","Cerastium glomeratum","Cerastium glomeratum Thuill., 1799",90017,90017,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Cerastium glomeratum","CERAGLOMERA","CERAGLOMERA"
"162","Cerastium arvense","Cerastium arvense","Cerastium arvense L., 1753",89968,89968,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Cerastium arvense","CERAARVENSE","CERAARVENSE"
"163","Cerastium brachypetalum","Cerastium brachypetalum","Cerastium brachypetalum Pers., 1805",89979,89979,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Cerastium brachypetalum","CERABRACHYP","CERABRACHYP"
"164","Cerastium diffusum","Cerastium diffusum","Cerastium diffusum Pers., 1805",89998,89998,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Cerastium diffusum","CERADIFFUSU","CERADIFFUSU"
"165","Cerastium pumilum","Cerastium pumilum","Cerastium pumilum Curtis, 1777",90076,90076,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Cerastium pumilum","CERAPUMILUM","CERAPUMILUM"
"166","Cervaria rivini","Cervaria rivini","Cervaria rivini Gaertn., 1788",90278,90278,"Angiospermes","Apiales","Apiaceae","Apioideae","Selineae","Cervaria rivini","CERVRIVINI","CERVRIVINI"
"167","Chaerophyllum temulum","Chaerophyllum temulum","Chaerophyllum temulum L., 1753",90356,90356,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Chaerophyllum temulum","CHAETEMULUM","CHAETEMULUM"
"168","Chelidonium majus","Chelidonium majus","Chelidonium majus L., 1753",90669,90669,"Angiospermes","Ranunculales","Papaveraceae",NA,NA,"Chelidonium majus","CHELMAJUS","CHELMAJUS"
"169","Chenopodium album","Chenopodium album","Chenopodium album L., 1753",90681,90681,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Chenopodium album","CHENALBUM","CHENALBUM"
"170","Oxybasis glauca","Oxybasis glauca","Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",717359,717359,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Oxybasis glauca","OXYBGLAUCA","OXYBGLAUCA"
"171","Chenopodiastrum hybridum","Chenopodiastrum hybridum","Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch, 2012",717137,717137,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Chenopodiastrum hybridum","CHENHYBRIDU","CHENHYBRIDU"
"172","Lipandra polysperma","Lipandra polysperma","Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch, 2012",717294,717294,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Lipandra polysperma","LIPAPOLYSPE","LIPAPOLYSPE"
"173","Chenopodium vulvaria","Chenopodium vulvaria","Chenopodium vulvaria L., 1753",90836,90836,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Chenopodium vulvaria","CHENVULVARI","CHENVULVARI"
"174","Chondrilla juncea","Chondrilla juncea","Chondrilla juncea L., 1753",90954,90954,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Chondrilla juncea","CHONJUNCEA","CHONJUNCEA"
"175","Cichorium intybus","Cichorium intybus","Cichorium intybus L., 1753",91169,91169,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Cichorium intybus","CICHINTYBUS","CICHINTYBUS"
"176","Cirsium vulgare","Cirsium vulgare","Cirsium vulgare (Savi) Ten., 1838",91430,91430,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium vulgare","CIRSVULGARE","CIRSVULGARE"
"177","Cirsium oleraceum","Cirsium oleraceum","Cirsium oleraceum (L.) Scop., 1769",91378,91378,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium oleraceum","CIRSOLERACE","CIRSOLERACE"
"178","Cirsium palustre","Cirsium palustre","Cirsium palustre (L.) Scop., 1772",91382,91382,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium palustre","CIRSPALUSTR","CIRSPALUSTR"
"179","Cistus salviifolius","Cistus salviifolius","Cistus salviifolius L., 1753",91715,91715,"Angiospermes","Malvales","Cistaceae",NA,NA,"Cistus salviifolius","CISTSALVIIF","CISTSALVIIF"
"180","Cladanthus mixtus","Cladanthus mixtus","Cladanthus mixtus (L.) Chevall., 1827",91819,91819,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Cladanthus mixtus","CLADMIXTUS","CLADMIXTUS"
"181","Clematis flammula","Clematis flammula","Clematis flammula L., 1753",91867,91867,"Angiospermes","Ranunculales","Ranunculaceae","Ranunculoideae","Anemoneae","Clematis flammula","CLEMFLAMMUL","CLEMFLAMMUL"
"182","Clematis vitalba","Clematis vitalba","Clematis vitalba L., 1753",91886,91886,"Angiospermes","Ranunculales","Ranunculaceae","Ranunculoideae","Anemoneae","Clematis vitalba","CLEMVITALBA","CLEMVITALBA"
"183","Clinopodium vulgare","Clinopodium vulgare","Clinopodium vulgare L., 1753",91912,91912,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Clinopodium vulgare","CLINVULGARE","CLINVULGARE"
"184","Coleostephus myconis","Coleostephus myconis","Coleostephus myconis (L.) Cass. ex Rchb.f., 1854",92175,92175,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Coleostephus myconis","COLEMYCONIS","COLEMYCONIS"
"185","Conium maculatum","Conium maculatum","Conium maculatum L., 1753",92237,92237,"Angiospermes","Apiales","Apiaceae","Apioideae",NA,"Conium maculatum","CONIMACULAT","CONIMACULAT"
"186","Conopodium majus","Conopodium majus","Conopodium majus (Gouan) Loret, 1886",92242,92242,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Conopodium majus","CONOMAJUS","CONOMAJUS"
"187","Convolvulus arvensis","Convolvulus arvensis","Convolvulus arvensis L., 1753",92302,92302,"Angiospermes","Solanales","Convolvulaceae","Convolvuloideae","Convolvuleae","Convolvulus arvensis","CONVARVENSI","CONVARVENSI"
"188","Cornus sanguinea","Cornus sanguinea","Cornus sanguinea L., 1753",92501,92501,"Angiospermes","Cornales","Cornaceae",NA,NA,"Cornus sanguinea","CORNSANGUIN","CORNSANGUIN"
"189","Cornus mas","Cornus mas","Cornus mas L., 1753",92497,92497,"Angiospermes","Cornales","Cornaceae",NA,NA,"Cornus mas","CORNMAS","CORNMAS"
"190","Cota tinctoria","Cota tinctoria","Cota tinctoria (L.) J.Gay ex Guss., 1844",92629,92629,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Cota tinctoria","COTATINCTOR","COTATINCTOR"
"191","Crassula tillaea","Crassula tillaea","Crassula tillaea Lest.-Garl., 1903",92806,92806,"Angiospermes","Saxifragales","Crassulaceae","Crassuloideae",NA,"Crassula tillaea","CRASTILLAEA","CRASTILLAEA"
"192","Crataegus monogyna","Crataegus monogyna","Crataegus monogyna Jacq., 1775",92876,92876,"Angiospermes","Rosales","Rosaceae","Amygdaloideae","Pyreae","Crataegus monogyna","CRATMONOGYN","CRATMONOGYN"
"193","Crepis vesicaria subsp. taraxacifolia","Crepis vesicaria","Crepis vesicaria L., 1753",93157,93157,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis vesicaria","CREPVESICAR","CREPVESICAR"
"194","Crepis vesicaria subsp. taraxacifolia","Crepis vesicaria","Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell., 1914",93158,133531,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis vesicaria","CREPVESICAR","CREPVESICAR"
"195","Crepis sancta","Crepis sancta","Crepis sancta (L.) Bornm., 1913",93129,93129,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis sancta","CREPSANCTA","CREPSANCTA"
"196","Crepis setosa","Crepis setosa","Crepis setosa Haller f., 1797",93134,93134,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis setosa","CREPSETOSA","CREPSETOSA"
"197","Crepis biennis","Crepis biennis","Crepis biennis L., 1753",93015,93015,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis biennis","CREPBIENNIS","CREPBIENNIS"
"198","Crepis capillaris","Crepis capillaris","Crepis capillaris (L.) Wallr., 1840",93023,93023,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis capillaris","CREPCAPILLA","CREPCAPILLA"
"199","Crepis foetida","Crepis foetida","Crepis foetida L., 1753",93045,93045,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis foetida","CREPFOETIDA","CREPFOETIDA"
"200","Crepis leontodontoides","Crepis leontodontoides","Crepis leontodontoides All., 1789",93079,93079,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis leontodontoides","CREPLEONTOD","CREPLEONTOD"
"201","Cruciata glabra","Cruciata glabra","Cruciata glabra (L.) Ehrend., 1958",93307,93307,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Cruciata glabra","CRUCGLABRA","CRUCGLABRA"
"202","Cruciata laevipes","Cruciata laevipes","Cruciata laevipes Opiz, 1852",93308,93308,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Cruciata laevipes","CRUCLAEVIPE","CRUCLAEVIPE"
"203","Cyanus segetum","Cyanus segetum","Cyanus segetum Hill, 1762",93680,93680,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cyanus segetum","CYANSEGETUM","CYANSEGETUM"
"204","Cynodon dactylon","Cynodon dactylon","Cynodon dactylon (L.) Pers., 1805",93803,93803,"Angiospermes","Poales","Poaceae","Chloridoideae","Cynodonteae","Cynodon dactylon","CYNODACTYLO","CYNODACTYLO"
"205","Cynoglossum creticum","Cynoglossum creticum","Cynoglossum creticum Mill., 1768",93828,93828,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Cynoglossum creticum","CYNOCRETICU","CYNOCRETICU"
"206","Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus L., 1753",93860,93860,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Cynosurus cristatus","CYNOCRISTAT","CYNOCRISTAT"
"207","Cyperus eragrostis","Cyperus eragrostis","Cyperus eragrostis Lam., 1791",93923,93923,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cypereae","Cyperus eragrostis","CYPEERAGROS","CYPEERAGROS"
"208","Cyperus longus","Cyperus longus","Cyperus longus L., 1753",93967,93967,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cypereae","Cyperus longus","CYPELONGUS","CYPELONGUS"
"209","Dactylis glomerata","Dactylis glomerata","Dactylis glomerata L., 1753",94207,94207,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Dactylis glomerata","DACTGLOMERA","DACTGLOMERA"
"210","Datura stramonium","Datura stramonium","Datura stramonium L., 1753",94489,94489,"Angiospermes","Solanales","Solanaceae","Solanoideae","Datureae","Datura stramonium","DATUSTRAMON","DATUSTRAMON"
"211","Daucus carota","Daucus carota","Daucus carota L., 1753",94503,94503,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Daucus carota","DAUCCAROTA","DAUCCAROTA"
"212","Daucus carota","Daucus carota","Daucus carota subsp. sativus (Hoffm.) Schübl. & G.Martens, 1834",94504,133744,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Daucus carota","DAUCCAROTA","DAUCCAROTA"
"213","Dianthus armeria","Dianthus armeria","Dianthus armeria L., 1753",94693,94693,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Dianthus armeria","DIANARMERIA","DIANARMERIA"
"214","Dianthus carthusianorum","Dianthus carthusianorum","Dianthus carthusianorum L., 1753",94716,94716,"Angiospermes","Caryophyllales","Caryophyllaceae",NA,NA,"Dianthus carthusianorum","DIANCARTHUS","DIANCARTHUS"
"215","Digitalis purpurea","Digitalis purpurea","Digitalis purpurea L., 1753",94959,94959,"Angiospermes","Lamiales","Plantaginaceae",NA,"Digitalideae","Digitalis purpurea","DIGIPURPURE","DIGIPURPURE"
"216","Digitaria sanguinalis","Digitaria sanguinalis","Digitaria ciliaris (Retz.) Koeler, 1802",633142,94972,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria ciliaris","DIGISANGUIN","DIGISANGUIN"
"217","Digitaria sanguinalis","Digitaria sanguinalis","Digitaria ciliaris (Retz.) Koeler, 1802",764287,94972,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria ciliaris","DIGISANGUIN","DIGISANGUIN"
"218","Digitaria sanguinalis","Digitaria sanguinalis","Digitaria sanguinalis (L.) Scop., 1771",94995,94995,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria sanguinalis","DIGISANGUIN","DIGISANGUIN"
"219","Digitaria ischaemum","Digitaria ischaemum","Digitaria ischaemum (Schreb.) Schreb. ex Muhl., 1817",94985,94985,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria ischaemum","DIGIISCHAEM","DIGIISCHAEM"
"220","Diplotaxis erucoides","Diplotaxis erucoides","Diplotaxis erucoides (L.) DC., 1821",95111,95111,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Diplotaxis erucoides","DIPLERUCOID","DIPLERUCOID"
"221","Diplotaxis tenuifolia","Diplotaxis tenuifolia","Diplotaxis tenuifolia (L.) DC., 1821",95136,95136,"Angiospermes","Brassicales","Brassicaceae",NA,NA,"Diplotaxis tenuifolia","DIPLTENUIFO","DIPLTENUIFO"
"222","Dipsacus fullonum","Dipsacus fullonum","Dipsacus fullonum L., 1753",95149,95149,"Angiospermes","Dipsacales","Caprifoliaceae",NA,NA,"Dipsacus fullonum","DIPSFULLONU","DIPSFULLONU"
"223","Dipsacus fullonum","Dipsacus fullonum","Dipsacus sativus (L.) Honck., 1782",95148,95155,"Angiospermes","Dipsacales","Caprifoliaceae",NA,NA,"Dipsacus sativus","DIPSFULLONU","DIPSFULLONU"
"224","Dittrichia viscosa","Dittrichia viscosa","Dittrichia viscosa (L.) Greuter, 1973",95187,95187,"Angiospermes","Asterales","Asteraceae","Asteroideae","Inuleae","Dittrichia viscosa","DITTVISCOSA","DITTVISCOSA"
"225","Lotus rectus","Lotus rectus","Lotus rectus L., 1753",106708,106708,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus rectus","LOTURECTUS","LOTURECTUS"
"226","Dysphania ambrosioides","Dysphania ambrosioides","Dysphania ambrosioides (L.) Mosyakin & Clemants, 2002",611753,611753,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Dysphanieae","Dysphania ambrosioides","DYSPAMBROSI","DYSPAMBROSI"
"227","Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli (L.) P.Beauv., 1812",95671,95671,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Echinochloa crus-galli","ECHICRUS-GA","ECHICRUS-GA"
"228","Echium plantagineum","Echium plantagineum","Echium plantagineum L., 1771",95774,95774,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Echium plantagineum","ECHIPLANTAG","ECHIPLANTAG"
"229","Echium vulgare","Echium vulgare","Echium vulgare L., 1753",95793,95793,"Angiospermes","Boraginales","Boraginaceae",NA,NA,"Echium vulgare","ECHIVULGARE","ECHIVULGARE"
"230","Elymus caninus","Elymus caninus","Elymus caninus (L.) L., 1755",95992,95992,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elymus caninus","ELYMCANINUS","ELYMCANINUS"
"231","Elytrigia campestris","Elytrigia campestris","Elytrigia campestris (Godr. & Gren.) Kerguélen, 1987",96030,96030,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elytrigia campestris","ELYTCAMPEST","ELYTCAMPEST"
"232","Elytrigia campestris","Elytrigia campestris","Elytrigia campestris (Godr. & Gren.) Kerguélen, 1987",96029,96030,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elytrigia campestris","ELYTCAMPEST","ELYTCAMPEST"
"233","Epilobium tetragonum","Epilobium tetragonum","Epilobium tetragonum L., 1753",96271,96271,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium tetragonum","EPILTETRAGO","EPILTETRAGO"
"234","Epilobium angustifolium","Epilobium angustifolium","Epilobium angustifolium L., 1753",96136,96136,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium angustifolium","EPILANGUSTI","EPILANGUSTI"
"235","Epilobium angustifolium","Epilobium angustifolium","Epilobium dodonaei Vill., 1779",161115,96163,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium dodonaei","EPILANGUSTI","EPILANGUSTI"
"236","Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum Raf., 1808",96149,96149,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium ciliatum","EPILCILIATU","EPILCILIATU"
"237","Epilobium hirsutum","Epilobium hirsutum","Epilobium hirsutum L., 1753",96180,96180,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium hirsutum","EPILHIRSUTU","EPILHIRSUTU"
"238","Epilobium parviflorum","Epilobium parviflorum","Epilobium parviflorum Schreb., 1771",96229,96229,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium parviflorum","EPILPARVIFL","EPILPARVIFL"
"239","Epilobium roseum","Epilobium roseum","Epilobium alsinifolium Vill., 1779",614160,96130,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium alsinifolium","EPILROSEUM","EPILROSEUM"
"240","Epilobium roseum","Epilobium roseum","Epilobium roseum Schreb., 1771",96251,96251,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium roseum","EPILROSEUM","EPILROSEUM"
"241","Erigeron annuus","Erigeron annuus","Erigeron annuus (L.) Desf., 1804",96739,96739,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron annuus","ERIGANNUUS","ERIGANNUUS"
"242","Erigeron annuus","Erigeron annuus","Erigeron annuus (L.) Desf., 1804",96740,96739,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron annuus","ERIGANNUUS","ERIGANNUUS"
"243","Erigeron canadensis","Erigeron canadensis","Erigeron canadensis L., 1753",96749,96749,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron canadensis","ERIGCANADEN","ERIGCANADEN"
"244","Erigeron sumatrensis","Erigeron sumatrensis","Erigeron sumatrensis Retz., 1810",96814,96814,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron sumatrensis","ERIGSUMATRE","ERIGSUMATRE"
"245","Erigeron bonariensis","Erigeron bonariensis","Erigeron bonariensis L., 1753",96746,96746,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron bonariensis","ERIGBONARIE","ERIGBONARIE"
"246","Erodium cicutarium","Erodium cicutarium","Erodium cicutarium (L.) L'Hér., 1789",96895,96895,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Erodium cicutarium","ERODCICUTAR","ERODCICUTAR"
"247","Erodium ciconium","Erodium ciconium","Erodium ciconium (L.) L'Hér., 1789",96894,96894,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Erodium ciconium","ERODCICONIU","ERODCICONIU"
"248","Erodium malacoides","Erodium malacoides","Erodium malacoides (L.) L'Hér., 1789",96919,96919,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Erodium malacoides","ERODMALACOI","ERODMALACOI"
"249","Erodium moschatum","Erodium moschatum","Erodium moschatum (L.) L'Hér., 1789",96925,96925,"Angiospermes","Geraniales","Geraniaceae",NA,NA,"Erodium moschatum","ERODMOSCHAT","ERODMOSCHAT"
