ID_ENI;Codeconcat;Phi;ID_baseflor;weeds_annual_crops;weeds_market_crops;weeds_vineyards;other_status;biol_type_simpl;biol_type_baseflor;SLA_NA;Height_min;Height_max;Height_horiz;Height_mean;Seed_mass_NA;Flow_on;Flow_end;Flow_dur;pollination_mode;dispersal_mode;EIV_L;EIV_T;EIV_K;EIV_F;EIV_R;EIV_N;taxref.name;rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE2;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;ROYAUME_[ou_subroyaume_?];EMBRANCHEMENT_[= division._phylum]_(-ophyta);SUBEMBRANCHEMENT_(-ophytina);CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;ORDRE_(-ales);SUBORDRE_(ineae);FAMILLE;SUBFAMILLE_(-oideae);TRIBU_(-eae);SUBTRIBU_(-inae);SECTION;SUBSECTION;SERIE;PhytobaseID;Nom Phytobase;Genre;CHOROLOGIE;TYPE_BIOLOGIQUE;flowering_onset;flowering_onset_season;flowering_duration;pollination_syndrom;dispersal_syndrom;Ell_N;Ell_L;Ell_F
Silene nocturna;Silnoct;0.026542458;Silene noctiflora L.;no;no;no;;therophyte;test;NA;0.1;0.6;NA;NA;0.226;7;9;3;entomogame;anémochore;7;5;5;4;8;6;silene nocturna;esp;2226;64244;13/3.0.2.0.1;Silene noctiflora L.;eurasiatique;cyme bipare;hermaphrodite;0;entomogame;capsule;anémochore;rose;0;07-sept;0;0;test;thérophytaie;annuelles commensales des moissons basophiles. mésothermes;Caucalidion platycarpi;0;0;0;0;7;5;5;4;4;8;6;0;3;2;7;6;4;3~;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;956;Silene noctiflora;Silene;eurasiatique;test;NA;NA;NA;entomogame;anémochore;6;8;4
Silene vulgaris;Silvulg;0.034253255;Silene vulgaris (Moench) Garcke;no;no;no;;hemicryptophyte;heri;23.43458333;0.2;0.8;NA;0.502545455;0.901081081;4;9;6;entomogame;anémochore;8;6;5;4;7;5;silene vulgaris;esp;14537;64419;10/1.0.1.0.5;Silene vulgaris (Moench) Garcke;eurasiatique;cyme bipare;hermaphrodite. monoïque. dioïque;protandre;entomogame;capsule;anémochore;blanc;0;0;0;0;heri;hémicryptophytaie;ourlets externes acidophiles des dalles héliophiles;Silenion nutantis;0;0;0;0;8;6;5;5;4;7;5;0;4;3;8;x;x;4~;7;4;0b;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;14705;Silene vulgaris;Silene;eurasiatique;heri;NA;NA;NA;entomogame;anémochore;5;8;4
Silybum marianum;Silmari;-0.003783146;Silybum marianum (L.) Gaertn.;yes;yes;yes;;hemicryptophyte;Hbis;NA;0.03;2.5;NA;1.51;22.10666667;6;8;3;entomogame. autogame;anémochore;8;7;4;4;8;8;silybum marianum;esp;1212;64454;13/1.0.1.0.1;Silybum marianum (L.) Gaertn.;méditerranéen(eury);racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;rose;0;06-ao˚t;0;0;Hbis;hémicryptophytaie;friches vivaces xérophiles. mésoméditerranéennes occidentales;Echio plantaginei - Galactition elegantis;0;0;0;0;8;7;4;3;4;8;8;0;3;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;2986;Silybum marianum;Silybum;méditerranéen;Hbis;6;spring;8;mixed;anémochore;8;8;4
Sinapis alba;Sinalba;-0.013919235;Sinapis alba L.;yes;no;no;;therophyte;test;18.83666667;0.3;1;NA;0.468888889;4.433333333;5;10;6;entomogame;épizoochore;8;6;5;5;7;8;sinapis alba;esp;14540;64461;13/3.0.2;Sinapis alba L.;cosmopolite;racème simple;hermaphrodite;homogame;entomogame;silique;épizoochore;jaune;0;0;0;0;test;thérophytaie;annuelles commensales des cultures basophiles;Papaveretalia rhoeadis;0;0;0;0;8;6;5;5;5;7;8;0;2;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;1337;Sinapis alba;Sinapis;cosmopolite;test;NA;NA;NA;entomogame;zoochore;8;8;5
Sinapis arvensis;Sinarve;-0.120315744;Sinapis arvensis L. ;yes;no;no;;therophyte;Test;30.53125;0.2;0.6;NA;0.526923077;2.122608696;1;12;12;entomogame;barochore;7;5;5;5;8;7;sinapis arvensis;esp;30378;75386;13/3.0.2;Sinapis arvensis L. ;européen tempéré;racème simple;hermaphrodite;protogyne;entomogame;silique;barochore;jaune;0;0;0;0;Test;thérophytaie;annuelles commensales des cultures basophiles;Papaveretalia rhoeadis;0;0;0;0;7;5;5;4;5;8;7;0;2;2;7;5;3;x;8;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;7758;Sinapis arvensis (doublon);Sinapis;européen;Test;NA;NA;NA;entomogame;barochore;7;7;5
SISYMBRIUM IRIO;SISIRIO;0.018767911;Sisymbrium irio L.;no;no;no;;therophyte;test(hbis);25.34;0.1;0.8;NA;0.36;0.0865;4;7;4;entomogame;anémochore;8;6;4;4;7;7;sisymbrium irio;esp;1803;64651;13/4.0.3.0.2;Sisymbrium irio L.;européen tempéré;racème simple;hermaphrodite;0;entomogame;silique;anémochore;jaune;0;04-juil;0;0;test(hbis);thérophytaie;friches annuelles. nitrophiles. thermophiles. vernales;Malvion parviflorae;0;0;0;0;8;6;4;4;4;7;7;0;3;3;8;8;3;3;7;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;1396;Sisymbrium irio;Sisymbrium;européen;test(hbis);4;spring;7;entomogame;anémochore;7;8;4
Sisymbrium officinale;Sisoffi;0.032642942;Sisymbrium officinale (L.) Scop.;yes;no;no;;therophyte;test(hros);26.68538462;0.1;1;NA;0.545454545;0.277272727;4;9;6;autogame;anémochore;8;5;5;4;7;7;sisymbrium officinale;esp;14546;64674;13/4.;Sisymbrium officinale (L.) Scop.;cosmopolite;racème simple;hermaphrodite;homogame;autogame;silique;anémochore;jaune;0;0;0;0;test(hros);thérophytaie;friches annuelles rudérales. européennes;Sisymbrietea officinalis;0;0;0;0;8;5;5;4;4;7;7;0;3;2;8;6;5;4;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;1393;Sisymbrium officinale;Sisymbrium;cosmopolite;test(hros);NA;NA;NA;autogame;anémochore;7;8;4
Smyrnium olusatrum;Smyolus;0.026542458;Smyrnium olusatrum L.;no;no;no;;hemicryptophyte;Hbis;39.6;0.4;2;NA;0.9;31.66909091;4;7;4;entomogame;barochore;7;7;3;5;7;8;smyrnium olusatrum;esp;301;64837;13/1.0.1.0.4;Smyrnium olusatrum L.;méditerranéen-atlantique;ombelle d'ombellules;hermaphrodite;0;entomogame;akène;barochore;jaune;0;04-juil;0;0;Hbis;hémicryptophytaie;friches vivaces mésohydriques. thermophiles. euryméditerranéennes. héliophiles;Smyrnion olusatri;0;0;0;0;7;7;3;4;5;7;8;1;4;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2232;Smyrnium olusatrum;Smyrnium;méditerranéen;Hbis;4;spring;7;entomogame;barochore;8;7;5
Solanum dulcamara;Soldulc;0.032508503;Solanum dulcamara L.;no;no;no;;chamephyte;Cfru-lia;30.10728683;0.5;1.5;NA;NA;26;5;8;4;entomogame;endozoochore;6;5;5;8;6;7;verif;esp;5570;64869;05/3.;Solanum dulcamara L.;eurasiatique méridional;cyme bipare;hermaphrodite;0;entomogame;baie;endozoochore;bleu;0;0;0;0;Cfru-lia;hémicryptophytaie;roselières et grandes cariçaies eurasiatiques. amphibies à hydrophiles;Phragmiti australis - Caricetea elatae;0;0;0;0;6;5;5;8;8;6;7;0;1;8;7;5;x;8~;x;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Solanales;0;Solanaceae;0;0;0;0;0;0;2569;Solanum dulcamara H;Solanum;eurasiatique;Cfru-lia;verif;verif;verif;verif;verif;verif;verif;verif
Solanum nigrum;Solnigr;-0.13644759;Solanum nigrum L.;yes;yes;yes;;therophyte;test;25.225;0.1;0.8;NA;NA;0.8;6;10;5;entomogame;endozoochore;7;6;5;5;7;8;ambiguous;esp;14552;64930;13/3.;Solanum nigrum L.;cosmopolite;cyme unipare scorpioïde;hermaphrodite;0;entomogame;baie;endozoochore;0;0;0;0;0;test;thérophytaie;annuelles commensales des cultures;Stellarietea mediae;0;0;0;0;7;6;5;5;5;7;8;0;2;2;7;6;3;5;7;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Solanales;0;Solanaceae;0;0;0;0;0;0;15500;Solanum nigrum;Solanum;cosmopolite;test;NA;NA;NA;entomogame;zoochore;8;7;5
Solanum tuberosum;Soltube;-0.029066534;Solanum tuberosum L.;no;no;no;;geophyte;gtub;24.19428571;0.2;0.6;NA;NA;0.7;6;9;4;entomogame;endozoochore;8;5;5;5;8;7;solanum tuberosum;esp;5587;65010;13/1.0.2;Solanum tuberosum L.;introduit (Amér. du sud);cyme unipare scorpioïde;hermaphrodite;0;entomogame;baie;endozoochore;bleu. blanc;0;06-sept;0;0;gtub;hémicryptophytaie;friches vivaces mésoxérophiles. médio-européennes;Onopordetalia acanthii subsp. acanthii;0;0;0;0;8;5;5;5;5;8;7;0;2;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Solanales;0;Solanaceae;0;0;0;0;0;0;2575;Solanum tuberosum;Solanum;Neophyt;gtub;6;spring;9;entomogame;zoochore;7;8;5
Sonchus arvensis;Sonarve;-0.002500732;Sonchus arvensis L.;yes;no;no;;hemicryptophyte;Heri;21.606;0.6;2;NA;1.27;0.544545455;5;9;5;entomogame. autogame;barochore;7;5;5;5;7;6;sonchus arvensis;esp;14562;65165;13/26.0.1.0.1;Sonchus arvensis L.;cosmopolite;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;barochore;jaune;0;0;0;0;Heri;hémicryptophytaie;friches vivaces rudérales pionnières. mésohydriques à mésohygrohiles. médio-européennes;Convolvulo arvensis - Elytrigion intermediae;0;0;0;0;7;5;5;5;5;7;6;1;3;3;7;5;x;5~;7;x;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;15360;Sonchus arvensis;Sonchus;cosmopolite;Heri;NA;NA;NA;mixed;barochore;6;7;5
Sonchus asper;Sonaspe;0.093651357;Sonchus asper (L.) Hill;yes;yes;no;;therophyte;test(hbis);25.4025;0.2;1;NA;0.851818182;0.261666667;3;9;7;entomogame;barochore;7;5;5;5;7;7;sonchus asper;esp;14563;65171;13/3.0.2.0.5;Sonchus asper (L.) Hill;cosmopolite;racème de capitules;hermaphrodite;0;entomogame;akène;barochore;jaune;0;0;0;0;test(hbis);thérophytaie;annuelles commensales des cultures sarclées basophiles. mésothermes;Fumario officinalis - Euphorbion helioscopiae;0;0;0;0;7;5;5;5;5;7;7;1;2;2;7;5;x;6;7;7;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;15660;Sonchus asper;Sonchus;cosmopolite;test(hbis);NA;NA;NA;entomogame;barochore;7;7;5
Sonchus oleraceus;Sonoler;0.016909339;Sonchus oleraceus L.;yes;yes;no;;therophyte;test(hbis);40.4223744;0.2;1;NA;NA;0.3;6;10;5;entomogame;barochore;7;6;5;5;8;8;ambiguous;esp;1232;65205;13/3.;Sonchus oleraceus L.;cosmopolite;racème de capitules;hermaphrodite;0;entomogame;akène;barochore;jaune;0;06-oct;0;0;test(hbis);thérophytaie;annuelles commensales des cultures;Stellarietea mediae;0;0;0;0;7;6;5;5;5;8;8;1;2;2;7;6;x;4;8;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3295;Sonchus oleraceus;Sonchus;cosmopolite;test(hbis);6;spring;10;entomogame;barochore;8;7;5
Sonchus tenerrimus;Sontene;0.059361899;Sonchus tenerrimus L.;no;no;no;;hemicryptophyte;hbis;NA;0.2;1;NA;0.45;NA;4;8;5;entomogame;barochore;8;8;3;4;8;7;sonchus tenerrimus;esp;1234;65231;13/1.0.1;Sonchus tenerrimus L.;méditerranéen;racème de capitules;hermaphrodite;0;entomogame;akène;barochore;jaune;0;04-ao˚t;0;0;hbis;hémicryptophytaie;friches vivaces xérophiles à mésoxérophiles. méditerranéennes à euryméditerranéennes;Onopordetalia illyrici subsp. illyrici;0;0;0;0;8;8;3;2;4;8;7;0;3;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3294;Sonchus tenerrimus;Sonchus;méditerranéen;hbis;4;spring;8;entomogame;barochore;7;8;4
Sorghum halepense;Sorhale;0.000989162;Sorghum halepense (L.) Pers.;yes;yes;yes;;therophyte;Test;17.962;0.5;2;NA;1.486;3.761666667;7;9;3;anemogame;épizoochore;8;7;4;5;7;7;sorghum halepense;esp;7142;65357;13/4.0.2;Sorghum halepense (L.) Pers.;cosmopolite(thermo);panicule d'épillets;hermaphrodite;0;anemogame;caryopse;épizoochore;rose;0;07-sept;0;0;Test;thérophytaie;friches annuelles. méso-eutrophiles à eutrophiles. méditerranéo-atlantiques. vernales;Brometalia rubenti - tectorum;0;0;0;0;8;7;4;3;5;7;7;0;4;3;8;7;?;6~;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;164;Sorghum halepense;Sorghum;Neophyt;Test;7;summer;9;anemogame;zoochore;7;8;5
Spergula arvensis;Spearve;-0.019162007;Spergula arvensis L.;no;no;no;;therophyte;test;12.26636364;0.02;0.6;NA;0.331428571;0.417037037;3;6;4;entomogame. autogame;anémochore;7;5;4;5;3;6;spergula arvensis;esp;2264;65530;13/3.0.1;Spergula arvensis L.;cosmopolite;cyme bipare;hermaphrodite;homogame;entomogame. autogame;capsule;anémochore;blanc;0;0;0;0;test;thérophytaie;annuelles commensales des cultures acidophiles;Sperguletalia arvensis;0;0;0;0;7;5;4;5;5;3;6;0;3;3;6;5;3;5;3;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;1075;Spergula arvensis;Spergula;cosmopolite;test;NA;NA;NA;mixed;anémochore;6;7;5
Spergula rubra;Sperubr;0.04197027;Spergula rubra (L.) D.Dietr.;no;no;no;;therophyte;test(hbis);18.2950041;0.05;0.3;NA;NA;0.056;5;8;4;entomogame. autogame;barochore;7;5;5;5;3;4;spergula rubra;esp;2280;65580;13/7.0.1;Spergula rubra (L.) D.Dietr.;eurasiatique;cyme bipare;gynodioïque;homogame;entomogame. autogame;capsule;barochore;rose;0;05-ao˚t;0;0;test(hbis);thérophytaie;annuelles eutrophiles des tonsures surpiétinées. médio-européennes;Lepidio squamati - Polygonetalia avicularis subsp. depressi;Limonion avei;(Anagallenion minimae);0;0;7;5;5;4;5;3;4;0;4;4;7;5;x;5~;3;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;1078;Spergularia rubra;Spergula;eurasiatique;test(hbis);5;spring;8;mixed;barochore;4;7;5
Stachys arvensis;Staarve;-0.008143097;Stachys arvensis (L.) L.;no;no;no;;therophyte;test;29.866;0.05;0.4;NA;0.212857143;0.724545455;3;10;8;autogame;épizoochore;8;6;4;5;3;6;stachys arvensis;esp;3679;65870;13/3.0.1.0.2;Stachys arvensis (L.) L.;européen méridional;glomérules;hermaphrodite;0;autogame;akène;épizoochore;blanc;0;03-oct;0;0;test;thérophytaie;annuelles commensales des cultures sarclées acidophiles. mésohydriques. des sols sableux;Digitario sanguinalis - Setarion viridis;0;0;0;0;8;6;4;4;5;3;6;0;3;4;7;6;2;5;3;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2516;Stachys arvensis;Stachys;européen;test;3;winter;10;autogame;zoochore;6;8;5
Stachys palustris;Stapalu;0.026542458;Stachys palustris L. ;no;no;no;;hemicryptophyte;Heri;32.38285714;0.4;1.2;NA;0.746363636;1.106956522;6;10;5;entomogame;épizoochore;7;5;5;7;7;6;stachys palustris;esp;30387;75395;05/2.0.1.0.2;Stachys palustris L. ;circumboréal;glomérules spiciformes;hermaphrodite;protandre;entomogame;akène;épizoochore;rose;0;0;0;0;Heri;hémicryptophytaie;mégaphorbiaies planitiaires-collinéennes. mésotrophiles. neutrophiles;Stachyo palustris - Cirsion oleracei;0;0;0;0;7;5;5;8;7;7;6;0;1;8;7;5;x;7~;7;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2520;Stachys palustris;Stachys;circumboréal;Heri;NA;NA;NA;entomogame;zoochore;6;7;7
Stachys sylvatica;Stasylv;0.018767911;Stachys sylvatica L.;no;no;no;;hemicryptophyte;Heri;41.18181818;0.4;1.2;NA;0.762222222;1.419285714;6;9;4;entomogame;épizoochore;4;5;5;7;7;7;stachys sylvatica;esp;3697;65969;13/2.0.2;Stachys sylvatica L.;eurasiatique septentrional;glomérules spiciformes;hermaphrodite;protandre;entomogame;akène;épizoochore;rose;0;06-sept;0;0;Heri;hémicryptophytaie;ourlets internes et clairières vivaces médio-européennes. eutrophiles. mésohygrophiles;Circaeo lutetianae - Stachyetalia sylvaticae;0;0;0;0;4;5;5;8;7;7;7;0;1;8;4;x;3;7;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2521;Stachys sylvatica;Stachys;eurasiatique;Heri;6;spring;9;entomogame;zoochore;7;4;7
Stellaria graminea;Stegram;0.095754201;Stellaria graminea L.;no;no;no;;hemicryptophyte;hsto;30.04555196;0.15;0.8;NA;0.374494444;0.264571429;6;7;2;entomogame;barochore;6;5;5;5;4;4;stellaria graminea;esp;2286;66187;12/1.1.1;Stellaria graminea L.;eurasiatique;cyme bipare;gynodioïque;protandre;entomogame;capsule;barochore;blanc;0;06-juil;0;0;hsto;hémicryptophytaie;prairies mésohydriques. fauchées. planitiaires à montagnardes;Arrhenatheretalia elatioris subsp. elatioris;0;0;0;0;6;5;5;5;5;4;4;0;3;4;6;x;x;5;4;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;1007;Stellaria graminea;Stellaria;eurasiatique;hsto;6;spring;7;entomogame;barochore;4;6;5
Stellaria holostea;Steholo;0.141881406;Stellaria holostea L.;no;no;no;;hemicryptophyte;hsto;27.71466667;0.1;0.5;NA;0.323333333;2.754545455;4;6;3;entomogame;barochore;5;6;3;5;4;5;stellaria holostea;esp;14627;66199;10/3.0.2.0.3;Stellaria holostea L.;européen méridional;cyme bipare;gynodioïque;protandre;entomogame;capsule;barochore;blanc;0;04-juin;0;0;hsto;hémicryptophytaie;ourlets externes acidoclines vernaux. atlantiques;Violo rivinianae - Stellarion holosteae;0;(Luzulion pilosae);0;0;5;6;3;5;5;4;5;0;3;4;5;6;3;5;6;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;1005;Stellaria holostea;Stellaria;européen;hsto;4;spring;6;entomogame;barochore;5;5;5
Stellaria media;Stemedi;-0.075553462;Stellaria media (L.) Vill. ;yes;yes;no;;therophyte;test(heri);42.09162128;0.05;0.8;NA;0.258288903;0.356836316;1;12;12;entomogame;barochore;7;5;5;5;6;8;stellaria media;esp;30388;75396;13/3.;Stellaria media (L.) Vill. ;cosmopolite;cyme bipare;hermaphrodite;protandre;entomogame;capsule;barochore;blanc;0;0;0;0;test(heri);thérophytaie;annuelles commensales des cultures;Stellarietea mediae;0;0;0;0;7;5;5;5;5;6;8;0;3;3;6;x;x;x;7;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Caryophyllaceae;0;0;0;0;0;0;1002;Stellaria med. media;Stellaria;cosmopolite;test(heri);NA;NA;NA;entomogame;barochore;8;7;5
Succisa pratensis;Sucprat;0.018767911;Succisa pratensis Moench;no;no;no;;hemicryptophyte;Heri;16.81766123;0.3;1.2;NA;0.5219;1.313333333;7;10;4;entomogame;épizoochore;6;5;5;7;5;2;succisa pratensis;esp;2624;66558;06/1.1;Succisa pratensis Moench;eurasiatique septentrional;cyme capituliforme;gynodioïque;protandre;entomogame;akène;épizoochore;bleu;0;07-oct;0;0;Heri;hémicryptophytaie;hémicrypto-géophytaies des tourbières médio-européennes à boréo-subalpines;Molinio caeruleae subsp. caeruleae - Caricenea nigrae subsp. nigrae;Caricetalia nigrae subsp. intricatae;(Caricion chordorrhizo - lasiocarpae);(Junco acutiflori - Caricion lasiocarpae);0;6;5;5;7;7;5;2;0;1;9;7;5;3;7;x;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Dipsacales;0;Caprifoliaceae;0;0;0;0;0;0;2864;Succisa pratensis;Succisa;eurasiatique;Heri;7;summer;10;entomogame;zoochore;2;6;7
Symphyotrichum subulatum;Symsubu;0.018767911;Symphyotrichum subulatum (Michx.) M.Nesom;no;no;no;;hemicryptophyte;Heri;NA;0.3;1.5;NA;NA;0.1685;8;10;3;entomogame. autogame;anémochore;8;6;5;7;7;8;verif;esp;464;66603;05/2.0.2.0.1;Symphyotrichum subulatum (Michx.) M.Nesom;introduit (Amér. du nord);racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;0;0;0;0;0;Heri;hémicryptophytaie;mégaphorbiaies eutrophisées. planitiaires. médio-européennes plutôt occidentales;Convolvulion sepium;0;0;0;0;8;6;5;8;7;7;8;0;1;8;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;13112;Symphyotrichum subulatum *;Symphyotrichum;Neophyt;Heri;verif;verif;verif;verif;verif;verif;verif;verif
Symphytum officinale;Symoffi;0.02189928;Symphytum officinale L. ;no;no;no;;hemicryptophyte;Hsto;23.84;0.4;1.2;NA;0.79;10.006;4;7;4;entomogame;hydrochore;7;5;5;7;7;7;symphytum officinale;esp;30394;75402;05/2.;Symphytum officinale L. ;européen;racème de cymes unipares scorpioïdes;hermaphrodite;homogame;entomogame;akène;hydrochore;bleu. blanc. rose;0;0;0;0;Hsto;hémicryptophytaie;mégaphorbiaies hygrophiles. planitiaires-collinéennes à montagnardes;Filipendulo ulmariae - Convolvuletea sepium;0;0;0;0;7;5;5;8;7;7;7;0;1;8;7;6;3;7;x;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Boraginales;0;Boraginaceae;0;0;0;0;0;0;7483;Symphytum officinale (doublon);Symphytum;européen;Hsto;NA;NA;NA;entomogame;hydrochore;7;7;7
Tanacetum vulgare;Tanvulg;0.059361899;Tanacetum vulgare L.;no;no;no;;hemicryptophyte;Heri;19.4996;0.5;1.5;NA;0.976315789;0.153333333;7;9;3;entomogame. autogame;anémochore;8;5;5;4;8;7;tanacetum vulgare;esp;1251;66761;13/1.0.2.0.2;Tanacetum vulgare L.;eurasiatique;corymbe de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;jaune;0;07-sept;0;0;Heri;hémicryptophytaie;friches vivaces mésohydriques. médio-européennes;Dauco carotae subsp. carotae - Melilotion albi;0;0;0;0;8;5;5;4;4;8;7;0;4;2;8;6;4;5;8;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3193;Tanacetum vulgare;Tanacetum;eurasiatique;Heri;7;summer;9;mixed;anémochore;7;8;4
