"nom_eni","nom_eni_fusion_trait","NOM_VALIDE","CD_NOM","CD_REF","GROUP2_INPN","ORDRE","FAMILLE","SOUS_FAMILLE","TRIBU","nom_eni_syn"
"Centranthus calcitrapae","Centranthus calcitrapae","Centranthus calcitrapae (L.) Dufr., 1811",161803,89881,"Angiospermes","Dipsacales","Caprifoliaceae","","","Centranthus calcitrapae"
"Cerastium fontanum subsp. vulgare","Cerastium fontanum","Cerastium fontanum Baumg., 1816",90008,90008,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Cerastium fontanum"
"Cerastium glomeratum","Cerastium glomeratum","Cerastium glomeratum Thuill., 1799",90017,90017,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Cerastium glomeratum"
"Cerastium arvense","Cerastium arvense","Cerastium arvense L., 1753",89968,89968,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Cerastium arvense"
"Cerastium brachypetalum","Cerastium brachypetalum","Cerastium brachypetalum Pers., 1805",89979,89979,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Cerastium brachypetalum"
"Cerastium diffusum","Cerastium diffusum","Cerastium diffusum Pers., 1805",89998,89998,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Cerastium diffusum"
"Cerastium pumilum","Cerastium pumilum","Cerastium pumilum Curtis, 1777",90076,90076,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Cerastium pumilum"
"Cervaria rivini","Cervaria rivini","Cervaria rivini Gaertn., 1788",90278,90278,"Angiospermes","Apiales","Apiaceae","Apioideae","Selineae","Cervaria rivini"
"Chaerophyllum temulum","Chaerophyllum temulum","Chaerophyllum temulum L., 1753",90356,90356,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Chaerophyllum temulum"
"Chelidonium majus","Chelidonium majus","Chelidonium majus L., 1753",90669,90669,"Angiospermes","Ranunculales","Papaveraceae","","","Chelidonium majus"
"Chenopodium album","Chenopodium album","Chenopodium album L., 1753",90681,90681,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Chenopodium album"
"Oxybasis glauca","Oxybasis glauca","Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch, 2012",717359,717359,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Oxybasis glauca"
"Chenopodiastrum hybridum","Chenopodiastrum hybridum","Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch, 2012",717137,717137,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Chenopodiastrum hybridum"
"Lipandra polysperma","Lipandra polysperma","Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch, 2012",717294,717294,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Lipandra polysperma"
"Chenopodium vulvaria","Chenopodium vulvaria","Chenopodium vulvaria L., 1753",90836,90836,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Chenopodium vulvaria"
"Chondrilla juncea","Chondrilla juncea","Chondrilla juncea L., 1753",90954,90954,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Chondrilla juncea"
"Cichorium intybus","Cichorium intybus","Cichorium intybus L., 1753",91169,91169,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Cichorium intybus"
"Cirsium vulgare","Cirsium vulgare","Cirsium vulgare (Savi) Ten., 1838",91430,91430,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium vulgare"
"Cirsium oleraceum","Cirsium oleraceum","Cirsium oleraceum (L.) Scop., 1769",91378,91378,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium oleraceum"
"Cirsium palustre","Cirsium palustre","Cirsium palustre (L.) Scop., 1772",91382,91382,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium palustre"
"Cistus salviifolius","Cistus salviifolius","Cistus salviifolius L., 1753",91715,91715,"Angiospermes","Malvales","Cistaceae","","","Cistus salviifolius"
"Cladanthus mixtus","Cladanthus mixtus","Cladanthus mixtus (L.) Chevall., 1827",91819,91819,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Cladanthus mixtus"
"Clematis flammula","Clematis flammula","Clematis flammula L., 1753",91867,91867,"Angiospermes","Ranunculales","Ranunculaceae","Ranunculoideae","Anemoneae","Clematis flammula"
"Clematis vitalba","Clematis vitalba","Clematis vitalba L., 1753",91886,91886,"Angiospermes","Ranunculales","Ranunculaceae","Ranunculoideae","Anemoneae","Clematis vitalba"
"Clinopodium vulgare","Clinopodium vulgare","Clinopodium vulgare L., 1753",91912,91912,"Angiospermes","Lamiales","Lamiaceae","Nepetoideae","Mentheae","Clinopodium vulgare"
"Coleostephus myconis","Coleostephus myconis","Coleostephus myconis (L.) Cass. ex Rchb.f., 1854",92175,92175,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Coleostephus myconis"
"Conium maculatum","Conium maculatum","Conium maculatum L., 1753",92237,92237,"Angiospermes","Apiales","Apiaceae","Apioideae","","Conium maculatum"
"Conopodium majus","Conopodium majus","Conopodium majus (Gouan) Loret, 1886",92242,92242,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Conopodium majus"
"Convolvulus arvensis","Convolvulus arvensis","Convolvulus arvensis L., 1753",92302,92302,"Angiospermes","Solanales","Convolvulaceae","Convolvuloideae","Convolvuleae","Convolvulus arvensis"
"Cornus sanguinea","Cornus sanguinea","Cornus sanguinea L., 1753",92501,92501,"Angiospermes","Cornales","Cornaceae","","","Cornus sanguinea"
"Cornus mas","Cornus mas","Cornus mas L., 1753",92497,92497,"Angiospermes","Cornales","Cornaceae","","","Cornus mas"
"Cota tinctoria","Cota tinctoria","Cota tinctoria (L.) J.Gay ex Guss., 1844",92629,92629,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Cota tinctoria"
"Crassula tillaea","Crassula tillaea","Crassula tillaea Lest.-Garl., 1903",92806,92806,"Angiospermes","Saxifragales","Crassulaceae","Crassuloideae","","Crassula tillaea"
"Crataegus monogyna","Crataegus monogyna","Crataegus monogyna Jacq., 1775",92876,92876,"Angiospermes","Rosales","Rosaceae","Amygdaloideae","Pyreae","Crataegus monogyna"
"Crepis vesicaria subsp. taraxacifolia","Crepis vesicaria","Crepis vesicaria L., 1753",93157,93157,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis vesicaria"
"Crepis vesicaria subsp. taraxacifolia","Crepis vesicaria","Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell., 1914",93158,133531,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis vesicaria"
"Crepis sancta","Crepis sancta","Crepis sancta (L.) Bornm., 1913",93129,93129,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis sancta"
"Crepis setosa","Crepis setosa","Crepis setosa Haller f., 1797",93134,93134,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis setosa"
"Crepis biennis","Crepis biennis","Crepis biennis L., 1753",93015,93015,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis biennis"
"Crepis capillaris","Crepis capillaris","Crepis capillaris (L.) Wallr., 1840",93023,93023,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis capillaris"
"Crepis foetida","Crepis foetida","Crepis foetida L., 1753",93045,93045,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis foetida"
"Crepis leontodontoides","Crepis leontodontoides","Crepis leontodontoides All., 1789",93079,93079,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Crepis leontodontoides"
"Cruciata glabra","Cruciata glabra","Cruciata glabra (L.) Ehrend., 1958",93307,93307,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Cruciata glabra"
"Cruciata laevipes","Cruciata laevipes","Cruciata laevipes Opiz, 1852",93308,93308,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Cruciata laevipes"
"Cyanus segetum","Cyanus segetum","Cyanus segetum Hill, 1762",93680,93680,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cyanus segetum"
"Cynodon dactylon","Cynodon dactylon","Cynodon dactylon (L.) Pers., 1805",93803,93803,"Angiospermes","Poales","Poaceae","Chloridoideae","Cynodonteae","Cynodon dactylon"
"Cynoglossum creticum","Cynoglossum creticum","Cynoglossum creticum Mill., 1768",93828,93828,"Angiospermes","Boraginales","Boraginaceae","","","Cynoglossum creticum"
"Cynosurus cristatus","Cynosurus cristatus","Cynosurus cristatus L., 1753",93860,93860,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Cynosurus cristatus"
"Cyperus eragrostis","Cyperus eragrostis","Cyperus eragrostis Lam., 1791",93923,93923,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cypereae","Cyperus eragrostis"
"Cyperus longus","Cyperus longus","Cyperus longus L., 1753",93967,93967,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cypereae","Cyperus longus"
"Dactylis glomerata","Dactylis glomerata","Dactylis glomerata L., 1753",94207,94207,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Dactylis glomerata"
"Datura stramonium","Datura stramonium","Datura stramonium L., 1753",94489,94489,"Angiospermes","Solanales","Solanaceae","Solanoideae","Datureae","Datura stramonium"
"Daucus carota","Daucus carota","Daucus carota L., 1753",94503,94503,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Daucus carota"
"Daucus carota","Daucus carota","Daucus carota subsp. sativus (Hoffm.) Schübl. & G.Martens, 1834",94504,133744,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Daucus carota"
"Dianthus armeria","Dianthus armeria","Dianthus armeria L., 1753",94693,94693,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Dianthus armeria"
"Dianthus carthusianorum","Dianthus carthusianorum","Dianthus carthusianorum L., 1753",94716,94716,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Dianthus carthusianorum"
"Digitalis purpurea","Digitalis purpurea","Digitalis purpurea L., 1753",94959,94959,"Angiospermes","Lamiales","Plantaginaceae","","Digitalideae","Digitalis purpurea"
"Digitaria sanguinalis","Digitaria sanguinalis","Digitaria ciliaris (Retz.) Koeler, 1802",633142,94972,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria ciliaris"
"Digitaria sanguinalis","Digitaria sanguinalis","Digitaria ciliaris (Retz.) Koeler, 1802",764287,94972,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria ciliaris"
"Digitaria sanguinalis","Digitaria sanguinalis","Digitaria sanguinalis (L.) Scop., 1771",94995,94995,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria sanguinalis"
"Digitaria ischaemum","Digitaria ischaemum","Digitaria ischaemum (Schreb.) Schreb. ex Muhl., 1817",94985,94985,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Digitaria ischaemum"
"Diplotaxis erucoides","Diplotaxis erucoides","Diplotaxis erucoides (L.) DC., 1821",95111,95111,"Angiospermes","Brassicales","Brassicaceae","","","Diplotaxis erucoides"
"Diplotaxis tenuifolia","Diplotaxis tenuifolia","Diplotaxis tenuifolia (L.) DC., 1821",95136,95136,"Angiospermes","Brassicales","Brassicaceae","","","Diplotaxis tenuifolia"
"Dipsacus fullonum","Dipsacus fullonum","Dipsacus fullonum L., 1753",95149,95149,"Angiospermes","Dipsacales","Caprifoliaceae","","","Dipsacus fullonum"
"Dipsacus fullonum","Dipsacus fullonum","Dipsacus sativus (L.) Honck., 1782",95148,95155,"Angiospermes","Dipsacales","Caprifoliaceae","","","Dipsacus sativus"
"Dittrichia viscosa","Dittrichia viscosa","Dittrichia viscosa (L.) Greuter, 1973",95187,95187,"Angiospermes","Asterales","Asteraceae","Asteroideae","Inuleae","Dittrichia viscosa"
"Lotus rectus","Lotus rectus","Lotus rectus L., 1753",106708,106708,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Loteae","Lotus rectus"
"Dysphania ambrosioides","Dysphania ambrosioides","Dysphania ambrosioides (L.) Mosyakin & Clemants, 2002",611753,611753,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Dysphanieae","Dysphania ambrosioides"
"Echinochloa crus-galli","Echinochloa crus-galli","Echinochloa crus-galli (L.) P.Beauv., 1812",95671,95671,"Angiospermes","Poales","Poaceae","Panicoideae","Paniceae","Echinochloa crus-galli"
"Echium plantagineum","Echium plantagineum","Echium plantagineum L., 1771",95774,95774,"Angiospermes","Boraginales","Boraginaceae","","","Echium plantagineum"
"Echium vulgare","Echium vulgare","Echium vulgare L., 1753",95793,95793,"Angiospermes","Boraginales","Boraginaceae","","","Echium vulgare"
"Elymus caninus","Elymus caninus","Elymus caninus (L.) L., 1755",95992,95992,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elymus caninus"
"Elytrigia campestris","Elytrigia campestris","Elytrigia campestris (Godr. & Gren.) Kerguélen, 1987",96030,96030,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elytrigia campestris"
"Elytrigia campestris","Elytrigia campestris","Elytrigia campestris (Godr. & Gren.) Kerguélen, 1987",96029,96030,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elytrigia campestris"
"Epilobium tetragonum","Epilobium tetragonum","Epilobium tetragonum L., 1753",96271,96271,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium tetragonum"
"Epilobium angustifolium","Epilobium angustifolium","Epilobium angustifolium L., 1753",96136,96136,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium angustifolium"
"Epilobium angustifolium","Epilobium angustifolium","Epilobium dodonaei Vill., 1779",161115,96163,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium dodonaei"
"Epilobium ciliatum","Epilobium ciliatum","Epilobium ciliatum Raf., 1808",96149,96149,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium ciliatum"
"Epilobium hirsutum","Epilobium hirsutum","Epilobium hirsutum L., 1753",96180,96180,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium hirsutum"
"Epilobium parviflorum","Epilobium parviflorum","Epilobium parviflorum Schreb., 1771",96229,96229,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium parviflorum"
"Epilobium roseum","Epilobium roseum","Epilobium alsinifolium Vill., 1779",614160,96130,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium alsinifolium"
"Epilobium roseum","Epilobium roseum","Epilobium roseum Schreb., 1771",96251,96251,"Angiospermes","Myrtales","Onagraceae","Onagroideae","Epilobieae","Epilobium roseum"
"Erigeron annuus","Erigeron annuus","Erigeron annuus (L.) Desf., 1804",96739,96739,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron annuus"
"Erigeron annuus","Erigeron annuus","Erigeron annuus (L.) Desf., 1804",96740,96739,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron annuus"
"Erigeron canadensis","Erigeron canadensis","Erigeron canadensis L., 1753",96749,96749,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron canadensis"
"Erigeron sumatrensis","Erigeron sumatrensis","Erigeron sumatrensis Retz., 1810",96814,96814,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron sumatrensis"
"Erigeron bonariensis","Erigeron bonariensis","Erigeron bonariensis L., 1753",96746,96746,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Erigeron bonariensis"
"Erodium cicutarium","Erodium cicutarium","Erodium cicutarium (L.) L'Hér., 1789",96895,96895,"Angiospermes","Geraniales","Geraniaceae","","","Erodium cicutarium"
"Erodium ciconium","Erodium ciconium","Erodium ciconium (L.) L'Hér., 1789",96894,96894,"Angiospermes","Geraniales","Geraniaceae","","","Erodium ciconium"
"Erodium malacoides","Erodium malacoides","Erodium malacoides (L.) L'Hér., 1789",96919,96919,"Angiospermes","Geraniales","Geraniaceae","","","Erodium malacoides"
"Erodium moschatum","Erodium moschatum","Erodium moschatum (L.) L'Hér., 1789",96925,96925,"Angiospermes","Geraniales","Geraniaceae","","","Erodium moschatum"
"Eruca sativa","Eruca sativa","Eruca vesicaria (L.) Cav., 1802",97036,97041,"Angiospermes","Brassicales","Brassicaceae","","","Eruca vesicaria"
"Eryngium campestre","Eryngium campestre","Eryngium campestre L., 1753",97141,97141,"Angiospermes","Apiales","Apiaceae","Saniculoideae","","Eryngium campestre"
"Erysimum cheiranthoides","Erysimum cheiranthoides","Erysimum cheiranthoides L., 1753",97183,97183,"Angiospermes","Brassicales","Brassicaceae","","","Erysimum cheiranthoides"
"Eschscholzia californica","Eschscholzia californica","Eschscholzia californica Cham., 1820",97346,97346,"Angiospermes","Ranunculales","Papaveraceae","","","Eschscholzia californica"
"Euonymus europaeus","Euonymus europaeus","Euonymus europaeus L., 1753",609982,609982,"Angiospermes","Celastrales","Celastraceae","Celastroideae","","Euonymus europaeus"
"Euphorbia helioscopia","Euphorbia helioscopia","Euphorbia helioscopia L., 1753",97537,97537,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia helioscopia"
"Euphorbia flavicoma","Euphorbia flavicoma","Euphorbia flavicoma DC., 1813",97516,97516,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia flavicoma"
"Euphorbia amygdaloides","Euphorbia amygdaloides","Euphorbia amygdaloides L., 1753",97452,97452,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia amygdaloides"
"Euphorbia characias","Euphorbia characias","Euphorbia characias L., 1753",97478,97478,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia characias"
"Euphorbia cyparissias","Euphorbia cyparissias","Euphorbia cyparissias L., 1753",97490,97490,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia cyparissias"
"Euphorbia exigua","Euphorbia exigua","Euphorbia exigua L., 1753",97511,97511,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia exigua"
"Euphorbia falcata","Euphorbia falcata","Euphorbia falcata L., 1753 [nom. et typ. cons.]",97513,97513,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia falcata"
"Euphorbia peplus","Euphorbia peplus","Euphorbia peplus L., 1753",97609,97609,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia peplus"
"Euphorbia segetalis","Euphorbia segetalis","Euphorbia segetalis L., 1753",97659,97659,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia segetalis"
"Euphorbia serrata","Euphorbia serrata","Euphorbia serrata L., 1753",97667,97667,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia serrata"
"Euphorbia stricta","Euphorbia stricta","Euphorbia stricta L., 1759",97676,97676,"Angiospermes","Malpighiales","Euphorbiaceae","Euphorbioideae","Euphorbieae","Euphorbia stricta"
"Fagopyrum esculentum","Fagopyrum esculentum","Fagopyrum esculentum Moench, 1794",97935,97935,"Angiospermes","Caryophyllales","Polygonaceae","Polygonoideae","Fagopyreae","Fagopyrum esculentum"
"Falcaria vulgaris","Falcaria vulgaris","Falcaria vulgaris Bernh., 1800",97956,97956,"Angiospermes","Apiales","Apiaceae","Apioideae","Careae","Falcaria vulgaris"
"Fallopia baldschuanica","Fallopia baldschuanica","Fallopia baldschuanica (Regel) Holub, 1971",97961,97961,"Angiospermes","Caryophyllales","Polygonaceae","Polygonoideae","Polygoneae","Fallopia baldschuanica"
"Fallopia convolvulus","Fallopia convolvulus","Fallopia convolvulus (L.) Á.Löve, 1970",97962,97962,"Angiospermes","Caryophyllales","Polygonaceae","Polygonoideae","Polygoneae","Fallopia convolvulus"
"Schedonorus arundinaceus","Schedonorus arundinaceus","Schedonorus arundinaceus (Schreb.) Dumort., 1824 [nom. cons.]",717533,717533,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Schedonorus arundinaceus"
"Schedonorus arundinaceus gpe","Schedonorus arundinaceus","Schedonorus arundinaceus (Schreb.) Dumort., 1824 [nom. cons.]",717533,717533,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Schedonorus arundinaceus"
"Festuca ovina gpe","Festuca ovina","Festuca ovina L., 1753",98425,98425,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Festuca ovina"
"Festuca rubra","Festuca rubra","Festuca rubra L., 1753",98512,98512,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Festuca rubra"
"Logfia gallica","Logfia gallica","Logfia gallica (L.) Coss. & Germ., 1843",106449,106449,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Logfia gallica"
"Filago pyramidata","Filago pyramidata","Filago pyramidata L., 1753",98699,98699,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago pyramidata"
"Filago germanica","Filago germanica","Filago germanica L., 1763",98681,98681,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago germanica"
"Filago germanica","Filago germanica","Filago lutescens Jord., 1846",98679,98687,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago lutescens"
"Filago germanica","Filago germanica","Filago pyramidata L., 1753",98682,98699,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago pyramidata"
"Filago germanica","Filago germanica","Filago pyramidata L., 1753",98680,98699,"Angiospermes","Asterales","Asteraceae","Asteroideae","Gnaphalieae","Filago pyramidata"
"Filipendula ulmaria","Filipendula ulmaria","Filipendula ulmaria (L.) Maxim., 1879",98717,98717,"Angiospermes","Rosales","Rosaceae","Rosoideae","Ulmarieae","Filipendula ulmaria"
"Filipendula vulgaris","Filipendula vulgaris","Filipendula vulgaris Moench, 1794",98718,98718,"Angiospermes","Rosales","Rosaceae","Rosoideae","Ulmarieae","Filipendula vulgaris"
"Foeniculum vulgare","Foeniculum vulgare","Foeniculum vulgare Mill., 1768",98756,98756,"Angiospermes","Apiales","Apiaceae","Apioideae","Apieae","Foeniculum vulgare"
"Fragaria vesca","Fragaria vesca","Fragaria vesca L., 1753",98865,98865,"Angiospermes","Rosales","Rosaceae","Rosoideae","Potentilleae","Fragaria vesca"
"Fraxinus excelsior","Fraxinus excelsior","Fraxinus excelsior L., 1753",98921,98921,"Angiospermes","Lamiales","Oleaceae","","Oleeae","Fraxinus excelsior"
"Fraxinus angustifolia","Fraxinus angustifolia","Fraxinus angustifolia Vahl, 1804 [nom. cons.]",98910,98910,"Angiospermes","Lamiales","Oleaceae","","Oleeae","Fraxinus angustifolia"
"Fraxinus ornus","Fraxinus ornus","Fraxinus ornus L., 1753",98933,98933,"Angiospermes","Lamiales","Oleaceae","","Oleeae","Fraxinus ornus"
"Fumaria bastardii","Fumaria bastardii","Fumaria bastardii Boreau, 1847",99051,99051,"Angiospermes","Ranunculales","Papaveraceae","","","Fumaria bastardii"
"Fumaria capreolata","Fumaria capreolata","Fumaria bastardii Boreau, 1847",99061,99051,"Angiospermes","Ranunculales","Papaveraceae","","","Fumaria bastardii"
"Fumaria capreolata","Fumaria capreolata","Fumaria capreolata L., 1753",99062,99062,"Angiospermes","Ranunculales","Papaveraceae","","","Fumaria capreolata"
"Fumaria gaillardotii","Fumaria gaillardotii","Fumaria gaillardotii Boiss., 1867",159678,159678,"Angiospermes","Ranunculales","Papaveraceae","","","Fumaria gaillardotii"
"Fumaria muralis","Fumaria muralis","Fumaria muralis Sond. ex W.D.J.Koch, 1845",99106,99106,"Angiospermes","Ranunculales","Papaveraceae","","","Fumaria muralis"
"Fumaria officinalis","Fumaria officinalis","Fumaria officinalis L., 1753",99108,99108,"Angiospermes","Ranunculales","Papaveraceae","","","Fumaria officinalis"
"Galactites tomentosus","Galactites tomentosus","Galactites tomentosus Moench, 1794 [nom. cons.]",99224,99224,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Galactites tomentosus"
"Galega officinalis","Galega officinalis","Galega officinalis L., 1753",99260,99260,"Angiospermes","Fabales","Fabaceae","Papilionoideae","","Galega officinalis"
"Galeopsis tetrahit","Galeopsis tetrahit","Galeopsis tetrahit L., 1753",99334,99334,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Stachydeae","Galeopsis tetrahit"
"Galinsoga quadriradiata","Galinsoga quadriradiata","Galinsoga quadriradiata Ruiz & Pav., 1798",99359,99359,"Angiospermes","Asterales","Asteraceae","Asteroideae","Millerieae","Galinsoga quadriradiata"
"Galinsoga parviflora","Galinsoga parviflora","Galinsoga parviflora Cav., 1795",99358,99358,"Angiospermes","Asterales","Asteraceae","Asteroideae","Millerieae","Galinsoga parviflora"
"Galium mollugo gpe","Galium mollugo","Galium mollugo L., 1753",99473,99473,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium mollugo"
"Galium aparine subsp. aparine","Galium aparine","Galium aparine L., 1753",99373,99373,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium aparine"
"Galium murale","Galium murale","Galium murale (L.) All., 1785",99479,99479,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium murale"
"Galium palustre","Galium palustre","Galium palustre L., 1753",99494,99494,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium palustre"
"Galium elongatum","Galium elongatum","Galium elongatum C.Presl, 1822",99418,99418,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium elongatum"
"Galium verum","Galium verum","Galium verum L., 1753",99582,99582,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Galium verum"
"Gastridium ventricosum","Gastridium ventricosum","Gastridium ventricosum (Gouan) Schinz & Thell., 1913",99668,99668,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Gastridium ventricosum"
"Gaudinia fragilis","Gaudinia fragilis","Gaudinia fragilis (L.) P.Beauv., 1812",99683,99683,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Gaudinia fragilis"
"Geranium rotundifolium","Geranium rotundifolium","Geranium rotundifolium L., 1753",100144,100144,"Angiospermes","Geraniales","Geraniaceae","","","Geranium rotundifolium"
"Geranium dissectum","Geranium dissectum","Geranium dissectum L., 1755",100052,100052,"Angiospermes","Geraniales","Geraniaceae","","","Geranium dissectum"
"Geranium molle","Geranium molle","Geranium molle L., 1753",100104,100104,"Angiospermes","Geraniales","Geraniaceae","","","Geranium molle"
"Geranium columbinum","Geranium columbinum","Geranium columbinum L., 1753",100045,100045,"Angiospermes","Geraniales","Geraniaceae","","","Geranium columbinum"
"Geranium pusillum","Geranium pusillum","Geranium molle L., 1753",100134,100104,"Angiospermes","Geraniales","Geraniaceae","","","Geranium molle"
"Geranium pusillum","Geranium pusillum","Geranium pusillum L., 1759",100133,100133,"Angiospermes","Geraniales","Geraniaceae","","","Geranium pusillum"
"Geranium pusillum","Geranium pusillum","Geranium pusillum L., 1759",100135,100133,"Angiospermes","Geraniales","Geraniaceae","","","Geranium pusillum"
"Geranium pyrenaicum","Geranium pyrenaicum","Geranium pyrenaicum Burm.f., 1759 [nom. et typ. cons.]",100136,100136,"Angiospermes","Geraniales","Geraniaceae","","","Geranium pyrenaicum"
"Geranium robertianum","Geranium robertianum","Geranium robertianum L., 1753",100142,100142,"Angiospermes","Geraniales","Geraniaceae","","","Geranium robertianum"
